id,name,score,age
2437,User2437,81,21
2438,User2438,82,22
2439,User2439,83,23
2440,User2440,84,24
2441,User2441,85,25
2442,User2442,86,26
2443,User2443,87,27
2444,User2444,88,28
2445,User2445,89,29
2446,User2446,90,30
2447,User2447,91,31
2448,User2448,92,32
2449,User2449,93,33
2450,User2450,94,34
2451,User2451,95,35
2452,User2452,96,36
2453,User2453,97,37
2454,User2454,98,38
2455,User2455,99,39
2456,User2456,100,40
2457,User2457,80,41
2458,User2458,81,42
2459,User2459,82,43
2460,User2460,83,44
2461,User2461,84,45
2462,User2462,85,46
2463,User2463,86,47
2464,User2464,87,48
2465,User2465,88,20
2466,User2466,89,21
2467,User2467,90,22
2468,User2468,91,23
2469,User2469,92,24
2470,User2470,93,25
2471,User2471,94,26
2472,User2472,95,27
2473,User2473,96,28
2474,User2474,97,29
2475,User2475,98,30
2476,User2476,99,31
2477,User2477,100,32
2478,User2478,80,33
2479,User2479,81,34
2480,User2480,82,35
2481,User2481,83,36
2482,User2482,84,37
2483,User2483,85,38
2484,User2484,86,39
2485,User2485,87,40
2486,User2486,88,41
2487,User2487,89,42
2488,User2488,90,43
2489,User2489,91,44
2490,User2490,92,45
2491,User2491,93,46
2492,User2492,94,47
2493,User2493,95,48
2494,User2494,96,20
2495,User2495,97,21
2496,User2496,98,22
2497,User2497,99,23
2498,User2498,100,24
2499,User2499,80,25
2500,User2500,81,26
2501,User2501,82,27
2502,User2502,83,28
2503,User2503,84,29
2504,User2504,85,30
2505,User2505,86,31
2506,User2506,87,32
2507,User2507,88,33
2508,User2508,89,34
2509,User2509,90,35
2510,User2510,91,36
2511,User2511,92,37
2512,User2512,93,38
2513,User2513,94,39
2514,User2514,95,40
2515,User2515,96,41
2516,User2516,97,42
2517,User2517,98,43
2518,User2518,99,44
2519,User2519,100,45
2520,User2520,80,46
2521,User2521,81,47
2522,User2522,82,48
2523,User2523,83,20
2524,User2524,84,21
2525,User2525,85,22
2526,User2526,86,23
2527,User2527,87,24
2528,User2528,88,25
2529,User2529,89,26
2530,User2530,90,27
2531,User2531,91,28
2532,User2532,92,29
2533,User2533,93,30
2534,User2534,94,31
2535,User2535,95,32
2536,User2536,96,33
2537,User2537,97,34
2538,User2538,98,35
2539,User2539,99,36
2540,User2540,100,37
2541,User2541,80,38
2542,User2542,81,39
2543,User2543,82,40
2544,User2544,83,41
2545,User2545,84,42
2546,User2546,85,43
2547,User2547,86,44
2548,User2548,87,45
2549,User2549,88,46
2550,User2550,89,47
2551,User2551,90,48
2552,User2552,91,20
2553,User2553,92,21
2554,User2554,93,22
2555,User2555,94,23
2556,User2556,95,24
2557,User2557,96,25
2558,User2558,97,26
2559,User2559,98,27
2560,User2560,99,28
2561,User2561,100,29
2562,User2562,80,30
2563,User2563,81,31
2564,User2564,82,32
2565,User2565,83,33
2566,User2566,84,34
2567,User2567,85,35
2568,User2568,86,36
2569,User2569,87,37
2570,User2570,88,38
2571,User2571,89,39
2572,User2572,90,40
2573,User2573,91,41
2574,User2574,92,42
2575,User2575,93,43
2576,User2576,94,44
2577,User2577,95,45
2578,User2578,96,46
2579,User2579,97,47
2580,User2580,98,48
2581,User2581,99,20
2582,User2582,100,21
2583,User2583,80,22
2584,User2584,81,23
2585,User2585,82,24
2586,User2586,83,25
2587,User2587,84,26
2588,User2588,85,27
2589,User2589,86,28
2590,User2590,87,29
2591,User2591,88,30
2592,User2592,89,31
2593,User2593,90,32
2594,User2594,91,33
2595,User2595,92,34
2596,User2596,93,35
2597,User2597,94,36
2598,User2598,95,37
2599,User2599,96,38
2600,User2600,97,39
2601,User2601,98,40
2602,User2602,99,41
2603,User2603,100,42
2604,User2604,80,43
2605,User2605,81,44
2606,User2606,82,45
2607,User2607,83,46
2608,User2608,84,47
2609,User2609,85,48
2610,User2610,86,20
2611,User2611,87,21
2612,User2612,88,22
2613,User2613,89,23
2614,User2614,90,24
2615,User2615,91,25
2616,User2616,92,26
2617,User2617,93,27
2618,User2618,94,28
2619,User2619,95,29
2620,User2620,96,30
2621,User2621,97,31
2622,User2622,98,32
2623,User2623,99,33
2624,User2624,100,34
2625,User2625,80,35
2626,User2626,81,36
2627,User2627,82,37
2628,User2628,83,38
2629,User2629,84,39
2630,User2630,85,40
2631,User2631,86,41
2632,User2632,87,42
2633,User2633,88,43
2634,User2634,89,44
2635,User2635,90,45
2636,User2636,91,46
2637,User2637,92,47
2638,User2638,93,48
2639,User2639,94,20
2640,User2640,95,21
2641,User2641,96,22
2642,User2642,97,23
2643,User2643,98,24
2644,User2644,99,25
2645,User2645,100,26
2646,User2646,80,27
2647,User2647,81,28
2648,User2648,82,29
2649,User2649,83,30
2650,User2650,84,31
2651,User2651,85,32
2652,User2652,86,33
2653,User2653,87,34
2654,User2654,88,35
2655,User2655,89,36
2656,User2656,90,37
2657,User2657,91,38
2658,User2658,92,39
2659,User2659,93,40
2660,User2660,94,41
2661,User2661,95,42
2662,User2662,96,43
2663,User2663,97,44
2664,User2664,98,45
2665,User2665,99,46
2666,User2666,100,47
2667,User2667,80,48
2668,User2668,81,20
2669,User2669,82,21
2670,User2670,83,22
2671,User2671,84,23
2672,User2672,85,24
2673,User2673,86,25
2674,User2674,87,26
2675,User2675,88,27
2676,User2676,89,28
2677,User2677,90,29
2678,User2678,91,30
2679,User2679,92,31
2680,User2680,93,32
2681,User2681,94,33
2682,User2682,95,34
2683,User2683,96,35
2684,User2684,97,36
2685,User2685,98,37
2686,User2686,99,38
2687,User2687,100,39
2688,User2688,80,40
2689,User2689,81,41
2690,User2690,82,42
2691,User2691,83,43
2692,User2692,84,44
2693,User2693,85,45
2694,User2694,86,46
2695,User2695,87,47
2696,User2696,88,48
2697,User2697,89,20
2698,User2698,90,21
2699,User2699,91,22
2700,User2700,92,23
2701,User2701,93,24
2702,User2702,94,25
2703,User2703,95,26
2704,User2704,96,27
2705,User2705,97,28
2706,User2706,98,29
2707,User2707,99,30
2708,User2708,100,31
2709,User2709,80,32
2710,User2710,81,33
2711,User2711,82,34
2712,User2712,83,35
2713,User2713,84,36
2714,User2714,85,37
2715,User2715,86,38
2716,User2716,87,39
2717,User2717,88,40
2718,User2718,89,41
2719,User2719,90,42
2720,User2720,91,43
2721,User2721,92,44
2722,User2722,93,45
2723,User2723,94,46
2724,User2724,95,47
2725,User2725,96,48
2726,User2726,97,20
2727,User2727,98,21
2728,User2728,99,22
2729,User2729,100,23
2730,User2730,80,24
2731,User2731,81,25
2732,User2732,82,26
2733,User2733,83,27
2734,User2734,84,28
2735,User2735,85,29
2736,User2736,86,30
2737,User2737,87,31
2738,User2738,88,32
2739,User2739,89,33
2740,User2740,90,34
2741,User2741,91,35
2742,User2742,92,36
2743,User2743,93,37
2744,User2744,94,38
2745,User2745,95,39
2746,User2746,96,40
2747,User2747,97,41
2748,User2748,98,42
2749,User2749,99,43
2750,User2750,100,44
2751,User2751,80,45
2752,User2752,81,46
2753,User2753,82,47
2754,User2754,83,48
2755,User2755,84,20
2756,User2756,85,21
2757,User2757,86,22
2758,User2758,87,23
2759,User2759,88,24
2760,User2760,89,25
2761,User2761,90,26
2762,User2762,91,27
2763,User2763,92,28
2764,User2764,93,29
2765,User2765,94,30
2766,User2766,95,31
2767,User2767,96,32
2768,User2768,97,33
2769,User2769,98,34
2770,User2770,99,35
2771,User2771,100,36
2772,User2772,80,37
2773,User2773,81,38
2774,User2774,82,39
2775,User2775,83,40
2776,User2776,84,41
2777,User2777,85,42
2778,User2778,86,43
2779,User2779,87,44
2780,User2780,88,45
2781,User2781,89,46
2782,User2782,90,47
2783,User2783,91,48
2784,User2784,92,20
2785,User2785,93,21
2786,User2786,94,22
2787,User2787,95,23
2788,User2788,96,24
2789,User2789,97,25
2790,User2790,98,26
2791,User2791,99,27
2792,User2792,100,28
2793,User2793,80,29
2794,User2794,81,30
2795,User2795,82,31
2796,User2796,83,32
2797,User2797,84,33
2798,User2798,85,34
2799,User2799,86,35
2800,User2800,87,36
2801,User2801,88,37
2802,User2802,89,38
2803,User2803,90,39
2804,User2804,91,40
2805,User2805,92,41
2806,User2806,93,42
2807,User2807,94,43
2808,User2808,95,44
2809,User2809,96,45
2810,User2810,97,46
2811,User2811,98,47
2812,User2812,99,48
2813,User2813,100,20
2814,User2814,80,21
2815,User2815,81,22
2816,User2816,82,23
2817,User2817,83,24
2818,User2818,84,25
2819,User2819,85,26
2820,User2820,86,27
2821,User2821,87,28
2822,User2822,88,29
2823,User2823,89,30
2824,User2824,90,31
2825,User2825,91,32
2826,User2826,92,33
2827,User2827,93,34
2828,User2828,94,35
2829,User2829,95,36
2830,User2830,96,37
2831,User2831,97,38
2832,User2832,98,39
2833,User2833,99,40
2834,User2834,100,41
2835,User2835,80,42
2836,User2836,81,43
2837,User2837,82,44
2838,User2838,83,45
2839,User2839,84,46
2840,User2840,85,47
2841,User2841,86,48
2842,User2842,87,20
2843,User2843,88,21
2844,User2844,89,22
2845,User2845,90,23
2846,User2846,91,24
2847,User2847,92,25
2848,User2848,93,26
2849,User2849,94,27
2850,User2850,95,28
2851,User2851,96,29
2852,User2852,97,30
2853,User2853,98,31
2854,User2854,99,32
2855,User2855,100,33
2856,User2856,80,34
2857,User2857,81,35
2858,User2858,82,36
2859,User2859,83,37
2860,User2860,84,38
2861,User2861,85,39
2862,User2862,86,40
2863,User2863,87,41
2864,User2864,88,42
2865,User2865,89,43
2866,User2866,90,44
2867,User2867,91,45
2868,User2868,92,46
2869,User2869,93,47
2870,User2870,94,48
2871,User2871,95,20
2872,User2872,96,21
2873,User2873,97,22
2874,User2874,98,23
2875,User2875,99,24
2876,User2876,100,25
2877,User2877,80,26
2878,User2878,81,27
2879,User2879,82,28
2880,User2880,83,29
2881,User2881,84,30
2882,User2882,85,31
2883,User2883,86,32
2884,User2884,87,33
2885,User2885,88,34
2886,User2886,89,35
2887,User2887,90,36
2888,User2888,91,37
2889,User2889,92,38
2890,User2890,93,39
2891,User2891,94,40
2892,User2892,95,41
2893,User2893,96,42
2894,User2894,97,43
2895,User2895,98,44
2896,User2896,99,45
2897,User2897,100,46
2898,User2898,80,47
2899,User2899,81,48
2900,User2900,82,20
2901,User2901,83,21
2902,User2902,84,22
2903,User2903,85,23
2904,User2904,86,24
2905,User2905,87,25
2906,User2906,88,26
2907,User2907,89,27
2908,User2908,90,28
2909,User2909,91,29
2910,User2910,92,30
2911,User2911,93,31
2912,User2912,94,32
2913,User2913,95,33
2914,User2914,96,34
2915,User2915,97,35
2916,User2916,98,36
2917,User2917,99,37
2918,User2918,100,38
2919,User2919,80,39
2920,User2920,81,40
2921,User2921,82,41
2922,User2922,83,42
2923,User2923,84,43
2924,User2924,85,44
2925,User2925,86,45
2926,User2926,87,46
2927,User2927,88,47
2928,User2928,89,48
2929,User2929,90,20
2930,User2930,91,21
2931,User2931,92,22
2932,User2932,93,23
2933,User2933,94,24
2934,User2934,95,25
2935,User2935,96,26
2936,User2936,97,27
2937,User2937,98,28
2938,User2938,99,29
2939,User2939,100,30
2940,User2940,80,31
2941,User2941,81,32
2942,User2942,82,33
2943,User2943,83,34
2944,User2944,84,35
2945,User2945,85,36
2946,User2946,86,37
2947,User2947,87,38
2948,User2948,88,39
2949,User2949,89,40
2950,User2950,90,41
2951,User2951,91,42
2952,User2952,92,43
2953,User2953,93,44
2954,User2954,94,45
2955,User2955,95,46
2956,User2956,96,47
2957,User2957,97,48
2958,User2958,98,20
2959,User2959,99,21
2960,User2960,100,22
2961,User2961,80,23
2962,User2962,81,24
2963,User2963,82,25
2964,User2964,83,26
2965,User2965,84,27
2966,User2966,85,28
2967,User2967,86,29
2968,User2968,87,30
2969,User2969,88,31
2970,User2970,89,32
2971,User2971,90,33
2972,User2972,91,34
2973,User2973,92,35
2974,User2974,93,36
2975,User2975,94,37
2976,User2976,95,38
2977,User2977,96,39
2978,User2978,97,40
2979,User2979,98,41
2980,User2980,99,42
2981,User2981,100,43
2982,User2982,80,44
2983,User2983,81,45
2984,User2984,82,46
2985,User2985,83,47
2986,User2986,84,48
2987,User2987,85,20
2988,User2988,86,21
2989,User2989,87,22
2990,User2990,88,23
2991,User2991,89,24
2992,User2992,90,25
2993,User2993,91,26
2994,User2994,92,27
2995,User2995,93,28
2996,User2996,94,29
2997,User2997,95,30
2998,User2998,96,31
2999,User2999,97,32
3000,User3000,98,33
3001,User3001,99,34
3002,User3002,100,35
3003,User3003,80,36
3004,User3004,81,37
3005,User3005,82,38
3006,User3006,83,39
3007,User3007,84,40
3008,User3008,85,41
3009,User3009,86,42
3010,User3010,87,43
3011,User3011,88,44
3012,User3012,89,45
3013,User3013,90,46
3014,User3014,91,47
3015,User3015,92,48
3016,User3016,93,20
3017,User3017,94,21
3018,User3018,95,22
3019,User3019,96,23
3020,User3020,97,24
3021,User3021,98,25
3022,User3022,99,26
3023,User3023,100,27
3024,User3024,80,28
3025,User3025,81,29
3026,User3026,82,30
3027,User3027,83,31
3028,User3028,84,32
3029,User3029,85,33
3030,User3030,86,34
3031,User3031,87,35
3032,User3032,88,36
3033,User3033,89,37
3034,User3034,90,38
3035,User3035,91,39
3036,User3036,92,40
3037,User3037,93,41
3038,User3038,94,42
3039,User3039,95,43
3040,User3040,96,44
3041,User3041,97,45
3042,User3042,98,46
3043,User3043,99,47
3044,User3044,100,48
3045,User3045,80,20
3046,User3046,81,21
3047,User3047,82,22
3048,User3048,83,23
3049,User3049,84,24
3050,User3050,85,25
3051,User3051,86,26
3052,User3052,87,27
3053,User3053,88,28
3054,User3054,89,29
3055,User3055,90,30
3056,User3056,91,31
3057,User3057,92,32
3058,User3058,93,33
3059,User3059,94,34
3060,User3060,95,35
3061,User3061,96,36
3062,User3062,97,37
3063,User3063,98,38
3064,User3064,99,39
3065,User3065,100,40
3066,User3066,80,41
3067,User3067,81,42
3068,User3068,82,43
3069,User3069,83,44
3070,User3070,84,45
3071,User3071,85,46
3072,User3072,86,47
3073,User3073,87,48
3074,User3074,88,20
3075,User3075,89,21
3076,User3076,90,22
3077,User3077,91,23
3078,User3078,92,24
3079,User3079,93,25
3080,User3080,94,26
3081,User3081,95,27
3082,User3082,96,28
3083,User3083,97,29
3084,User3084,98,30
3085,User3085,99,31
3086,User3086,100,32
3087,User3087,80,33
3088,User3088,81,34
3089,User3089,82,35
3090,User3090,83,36
3091,User3091,84,37
3092,User3092,85,38
3093,User3093,86,39
3094,User3094,87,40
3095,User3095,88,41
3096,User3096,89,42
3097,User3097,90,43
3098,User3098,91,44
3099,User3099,92,45
3100,User3100,93,46
3101,User3101,94,47
3102,User3102,95,48
3103,User3103,96,20
3104,User3104,97,21
3105,User3105,98,22
3106,User3106,99,23
3107,User3107,100,24
3108,User3108,80,25
3109,User3109,81,26
3110,User3110,82,27
3111,User3111,83,28
3112,User3112,84,29
3113,User3113,85,30
3114,User3114,86,31
3115,User3115,87,32
3116,User3116,88,33
3117,User3117,89,34
3118,User3118,90,35
3119,User3119,91,36
3120,User3120,92,37
3121,User3121,93,38
3122,User3122,94,39
3123,User3123,95,40
3124,User3124,96,41
3125,User3125,97,42
3126,User3126,98,43
3127,User3127,99,44
3128,User3128,100,45
3129,User3129,80,46
3130,User3130,81,47
3131,User3131,82,48
3132,User3132,83,20
3133,User3133,84,21
3134,User3134,85,22
3135,User3135,86,23
3136,User3136,87,24
3137,User3137,88,25
3138,User3138,89,26
3139,User3139,90,27
3140,User3140,91,28
3141,User3141,92,29
3142,User3142,93,30
3143,User3143,94,31
3144,User3144,95,32
3145,User3145,96,33
3146,User3146,97,34
3147,User3147,98,35
3148,User3148,99,36
3149,User3149,100,37
3150,User3150,80,38
3151,User3151,81,39
3152,User3152,82,40
3153,User3153,83,41
3154,User3154,84,42
3155,User3155,85,43
3156,User3156,86,44
3157,User3157,87,45
3158,User3158,88,46
3159,User3159,89,47
3160,User3160,90,48
3161,User3161,91,20
3162,User3162,92,21
3163,User3163,93,22
3164,User3164,94,23
3165,User3165,95,24
3166,User3166,96,25
3167,User3167,97,26
3168,User3168,98,27
3169,User3169,99,28
3170,User3170,100,29
3171,User3171,80,30
3172,User3172,81,31
3173,User3173,82,32
3174,User3174,83,33
3175,User3175,84,34
3176,User3176,85,35
3177,User3177,86,36
3178,User3178,87,37
3179,User3179,88,38
3180,User3180,89,39
3181,User3181,90,40
3182,User3182,91,41
3183,User3183,92,42
3184,User3184,93,43
3185,User3185,94,44
3186,User3186,95,45
3187,User3187,96,46
3188,User3188,97,47
3189,User3189,98,48
3190,User3190,99,20
3191,User3191,100,21
3192,User3192,80,22
3193,User3193,81,23
3194,User3194,82,24
3195,User3195,83,25
3196,User3196,84,26
3197,User3197,85,27
3198,User3198,86,28
3199,User3199,87,29
3200,User3200,88,30
3201,User3201,89,31
3202,User3202,90,32
3203,User3203,91,33
3204,User3204,92,34
3205,User3205,93,35
3206,User3206,94,36
3207,User3207,95,37
3208,User3208,96,38
3209,User3209,97,39
3210,User3210,98,40
3211,User3211,99,41
3212,User3212,100,42
3213,User3213,80,43
3214,User3214,81,44
3215,User3215,82,45
3216,User3216,83,46
3217,User3217,84,47
3218,User3218,85,48
3219,User3219,86,20
3220,User3220,87,21
3221,User3221,88,22
3222,User3222,89,23
3223,User3223,90,24
3224,User3224,91,25
3225,User3225,92,26
3226,User3226,93,27
3227,User3227,94,28
3228,User3228,95,29
3229,User3229,96,30
3230,User3230,97,31
3231,User3231,98,32
3232,User3232,99,33
3233,User3233,100,34
3234,User3234,80,35
3235,User3235,81,36
3236,User3236,82,37
3237,User3237,83,38
3238,User3238,84,39
3239,User3239,85,40
3240,User3240,86,41
3241,User3241,87,42
3242,User3242,88,43
3243,User3243,89,44
3244,User3244,90,45
3245,User3245,91,46
3246,User3246,92,47
3247,User3247,93,48
3248,User3248,94,20
3249,User3249,95,21
3250,User3250,96,22
3251,User3251,97,23
3252,User3252,98,24
3253,User3253,99,25
3254,User3254,100,26
3255,User3255,80,27
3256,User3256,81,28
3257,User3257,82,29
3258,User3258,83,30
3259,User3259,84,31
3260,User3260,85,32
3261,User3261,86,33
3262,User3262,87,34
3263,User3263,88,35
3264,User3264,89,36
3265,User3265,90,37
3266,User3266,91,38
3267,User3267,92,39
3268,User3268,93,40
3269,User3269,94,41
3270,User3270,95,42
3271,User3271,96,43
3272,User3272,97,44
3273,User3273,98,45
3274,User3274,99,46
3275,User3275,100,47
3276,User3276,80,48
3277,User3277,81,20
3278,User3278,82,21
3279,User3279,83,22
3280,User3280,84,23
3281,User3281,85,24
3282,User3282,86,25
3283,User3283,87,26
3284,User3284,88,27
3285,User3285,89,28
3286,User3286,90,29
3287,User3287,91,30
3288,User3288,92,31
3289,User3289,93,32
3290,User3290,94,33
3291,User3291,95,34
3292,User3292,96,35
3293,User3293,97,36
3294,User3294,98,37
3295,User3295,99,38
3296,User3296,100,39
3297,User3297,80,40
3298,User3298,81,41
3299,User3299,82,42
3300,User3300,83,43
3301,User3301,84,44
3302,User3302,85,45
3303,User3303,86,46
3304,User3304,87,47
3305,User3305,88,48
3306,User3306,89,20
3307,User3307,90,21
3308,User3308,91,22
3309,User3309,92,23
3310,User3310,93,24
3311,User3311,94,25
3312,User3312,95,26
3313,User3313,96,27
3314,User3314,97,28
3315,User3315,98,29
3316,User3316,99,30
3317,User3317,100,31
3318,User3318,80,32
3319,User3319,81,33
3320,User3320,82,34
3321,User3321,83,35
3322,User3322,84,36
3323,User3323,85,37
3324,User3324,86,38
3325,User3325,87,39
3326,User3326,88,40
3327,User3327,89,41
3328,User3328,90,42
3329,User3329,91,43
3330,User3330,92,44
3331,User3331,93,45
3332,User3332,94,46
3333,User3333,95,47
3334,User3334,96,48
3335,User3335,97,20
3336,User3336,98,21
3337,User3337,99,22
3338,User3338,100,23
3339,User3339,80,24
3340,User3340,81,25
3341,User3341,82,26
3342,User3342,83,27
3343,User3343,84,28
3344,User3344,85,29
3345,User3345,86,30
3346,User3346,87,31
3347,User3347,88,32
3348,User3348,89,33
3349,User3349,90,34
3350,User3350,91,35
3351,User3351,92,36
3352,User3352,93,37
3353,User3353,94,38
3354,User3354,95,39
3355,User3355,96,40
3356,User3356,97,41
3357,User3357,98,42
3358,User3358,99,43
3359,User3359,100,44
3360,User3360,80,45
3361,User3361,81,46
3362,User3362,82,47
3363,User3363,83,48
3364,User3364,84,20
3365,User3365,85,21
3366,User3366,86,22
3367,User3367,87,23
3368,User3368,88,24
3369,User3369,89,25
3370,User3370,90,26
3371,User3371,91,27
3372,User3372,92,28
3373,User3373,93,29
3374,User3374,94,30
3375,User3375,95,31
3376,User3376,96,32
3377,User3377,97,33
3378,User3378,98,34
3379,User3379,99,35
3380,User3380,100,36
3381,User3381,80,37
3382,User3382,81,38
3383,User3383,82,39
3384,User3384,83,40
3385,User3385,84,41
3386,User3386,85,42
3387,User3387,86,43
3388,User3388,87,44
3389,User3389,88,45
3390,User3390,89,46
3391,User3391,90,47
3392,User3392,91,48
3393,User3393,92,20
3394,User3394,93,21
3395,User3395,94,22
3396,User3396,95,23
3397,User3397,96,24
3398,User3398,97,25
3399,User3399,98,26
3400,User3400,99,27
3401,User3401,100,28
3402,User3402,80,29
3403,User3403,81,30
3404,User3404,82,31
3405,User3405,83,32
3406,User3406,84,33
3407,User3407,85,34
3408,User3408,86,35
3409,User3409,87,36
3410,User3410,88,37
3411,User3411,89,38
3412,User3412,90,39
3413,User3413,91,40
3414,User3414,92,41
3415,User3415,93,42
3416,User3416,94,43
3417,User3417,95,44
3418,User3418,96,45
3419,User3419,97,46
3420,User3420,98,47
3421,User3421,99,48
3422,User3422,100,20
3423,User3423,80,21
3424,User3424,81,22
3425,User3425,82,23
3426,User3426,83,24
3427,User3427,84,25
3428,User3428,85,26
3429,User3429,86,27
3430,User3430,87,28
3431,User3431,88,29
3432,User3432,89,30
3433,User3433,90,31
3434,User3434,91,32
3435,User3435,92,33
3436,User3436,93,34
3437,User3437,94,35
3438,User3438,95,36
3439,User3439,96,37
3440,User3440,97,38
3441,User3441,98,39
3442,User3442,99,40
3443,User3443,100,41
3444,User3444,80,42
3445,User3445,81,43
3446,User3446,82,44
3447,User3447,83,45
3448,User3448,84,46
3449,User3449,85,47
3450,User3450,86,48
3451,User3451,87,20
3452,User3452,88,21
3453,User3453,89,22
3454,User3454,90,23
3455,User3455,91,24
3456,User3456,92,25
3457,User3457,93,26
3458,User3458,94,27
3459,User3459,95,28
3460,User3460,96,29
3461,User3461,97,30
3462,User3462,98,31
3463,User3463,99,32
3464,User3464,100,33
3465,User3465,80,34
3466,User3466,81,35
3467,User3467,82,36
3468,User3468,83,37
3469,User3469,84,38
3470,User3470,85,39
3471,User3471,86,40
3472,User3472,87,41
3473,User3473,88,42
3474,User3474,89,43
3475,User3475,90,44
3476,User3476,91,45
3477,User3477,92,46
3478,User3478,93,47
3479,User3479,94,48
3480,User3480,95,20
3481,User3481,96,21
3482,User3482,97,22
3483,User3483,98,23
3484,User3484,99,24
3485,User3485,100,25
3486,User3486,80,26
3487,User3487,81,27
3488,User3488,82,28
3489,User3489,83,29
3490,User3490,84,30
3491,User3491,85,31
3492,User3492,86,32
3493,User3493,87,33
3494,User3494,88,34
3495,User3495,89,35
3496,User3496,90,36
3497,User3497,91,37
3498,User3498,92,38
3499,User3499,93,39
3500,User3500,94,40
3501,User3501,95,41
3502,User3502,96,42
3503,User3503,97,43
3504,User3504,98,44
3505,User3505,99,45
3506,User3506,100,46
3507,User3507,80,47
3508,User3508,81,48
3509,User3509,82,20
3510,User3510,83,21
3511,User3511,84,22
3512,User3512,85,23
3513,User3513,86,24
3514,User3514,87,25
3515,User3515,88,26
3516,User3516,89,27
3517,User3517,90,28
3518,User3518,91,29
3519,User3519,92,30
3520,User3520,93,31
3521,User3521,94,32
3522,User3522,95,33
3523,User3523,96,34
3524,User3524,97,35
3525,User3525,98,36
3526,User3526,99,37
3527,User3527,100,38
3528,User3528,80,39
3529,User3529,81,40
3530,User3530,82,41
3531,User3531,83,42
3532,User3532,84,43
3533,User3533,85,44
3534,User3534,86,45
3535,User3535,87,46
3536,User3536,88,47
3537,User3537,89,48
3538,User3538,90,20
3539,User3539,91,21
3540,User3540,92,22
3541,User3541,93,23
3542,User3542,94,24
3543,User3543,95,25
3544,User3544,96,26
3545,User3545,97,27
3546,User3546,98,28
3547,User3547,99,29
3548,User3548,100,30
3549,User3549,80,31
3550,User3550,81,32
3551,User3551,82,33
3552,User3552,83,34
3553,User3553,84,35
3554,User3554,85,36
3555,User3555,86,37
3556,User3556,87,38
3557,User3557,88,39
3558,User3558,89,40
3559,User3559,90,41
3560,User3560,91,42
3561,User3561,92,43
3562,User3562,93,44
3563,User3563,94,45
3564,User3564,95,46
3565,User3565,96,47
3566,User3566,97,48
3567,User3567,98,20
3568,User3568,99,21
3569,User3569,100,22
3570,User3570,80,23
3571,User3571,81,24
3572,User3572,82,25
3573,User3573,83,26
3574,User3574,84,27
3575,User3575,85,28
3576,User3576,86,29
3577,User3577,87,30
3578,User3578,88,31
3579,User3579,89,32
3580,User3580,90,33
3581,User3581,91,34
3582,User3582,92,35
3583,User3583,93,36
3584,User3584,94,37
3585,User3585,95,38
3586,User3586,96,39
3587,User3587,97,40
3588,User3588,98,41
3589,User3589,99,42
3590,User3590,100,43
3591,User3591,80,44
3592,User3592,81,45
3593,User3593,82,46
3594,User3594,83,47
3595,User3595,84,48
3596,User3596,85,20
3597,User3597,86,21
3598,User3598,87,22
3599,User3599,88,23
3600,User3600,89,24
3601,User3601,90,25
3602,User3602,91,26
3603,User3603,92,27
3604,User3604,93,28
3605,User3605,94,29
3606,User3606,95,30
3607,User3607,96,31
3608,User3608,97,32
3609,User3609,98,33
3610,User3610,99,34
3611,User3611,100,35
3612,User3612,80,36
3613,User3613,81,37
3614,User3614,82,38
3615,User3615,83,39
3616,User3616,84,40
3617,User3617,85,41
3618,User3618,86,42
3619,User3619,87,43
3620,User3620,88,44
3621,User3621,89,45
3622,User3622,90,46
3623,User3623,91,47
3624,User3624,92,48
3625,User3625,93,20
3626,User3626,94,21
3627,User3627,95,22
3628,User3628,96,23
3629,User3629,97,24
3630,User3630,98,25
3631,User3631,99,26
3632,User3632,100,27
3633,User3633,80,28
3634,User3634,81,29
3635,User3635,82,30
3636,User3636,83,31
3637,User3637,84,32
3638,User3638,85,33
3639,User3639,86,34
3640,User3640,87,35
3641,User3641,88,36
3642,User3642,89,37
3643,User3643,90,38
3644,User3644,91,39
3645,User3645,92,40
3646,User3646,93,41
3647,User3647,94,42
3648,User3648,95,43
3649,User3649,96,44
3650,User3650,97,45
3651,User3651,98,46
3652,User3652,99,47
3653,User3653,100,48
3654,User3654,80,20
3655,User3655,81,21
3656,User3656,82,22
3657,User3657,83,23
3658,User3658,84,24
3659,User3659,85,25
3660,User3660,86,26
3661,User3661,87,27
3662,User3662,88,28
3663,User3663,89,29
3664,User3664,90,30
3665,User3665,91,31
3666,User3666,92,32
3667,User3667,93,33
3668,User3668,94,34
3669,User3669,95,35
3670,User3670,96,36
3671,User3671,97,37
3672,User3672,98,38
3673,User3673,99,39
3674,User3674,100,40
3675,User3675,80,41
3676,User3676,81,42
3677,User3677,82,43
3678,User3678,83,44
3679,User3679,84,45
3680,User3680,85,46
3681,User3681,86,47
3682,User3682,87,48
3683,User3683,88,20
3684,User3684,89,21
3685,User3685,90,22
3686,User3686,91,23
3687,User3687,92,24
3688,User3688,93,25
3689,User3689,94,26
3690,User3690,95,27
3691,User3691,96,28
3692,User3692,97,29
3693,User3693,98,30
3694,User3694,99,31
3695,User3695,100,32
3696,User3696,80,33
3697,User3697,81,34
3698,User3698,82,35
3699,User3699,83,36
3700,User3700,84,37
3701,User3701,85,38
3702,User3702,86,39
3703,User3703,87,40
3704,User3704,88,41
3705,User3705,89,42
3706,User3706,90,43
3707,User3707,91,44
3708,User3708,92,45
